"","species","centroid.distance","I.obs","I.res.s","I.res.w","p.similar","migStatus"
"119","Chlorostilbon russatus",NA,NA,NA,NA,NA,"1"
"120","Chlorostilbon stenurus",NA,NA,NA,NA,NA,"1"
"121","Chlorostilbon swainsonii",44014.2549986979,0.57977306462692,0.595954174412244,0.535219084630773,0.0198019801980198,"1"
"122","Chrysolampis mosquitus",861897.030723942,0.631145121783234,0.656953779650899,0.590020941808388,0.0198019801980198,"1"
"123","Chrysuronia oenone",532755.505954189,0.488114667536289,0.519954379563405,0.457302966408721,0.0198019801980198,"1"
"124","Clytolaema rubricauda",144235.768559504,0.582556813485092,0.46377254765302,0.52006160434245,0.158415841584158,"1"
"125","Coeligena albicaudata",NA,NA,NA,NA,NA,"1"
"126","Coeligena bonapartei",NA,NA,NA,NA,NA,"1"
"127","Coeligena coeligena",164949.1297761,0.431515403720975,0.47696332305759,0.632690134550023,0.0396039603960396,"1"
"128","Coeligena conradii",NA,NA,NA,NA,NA,"1"
"129","Coeligena consita",NA,NA,NA,NA,NA,"1"
"130","Coeligena dichroura",NA,NA,NA,NA,NA,"1"
"131","Coeligena eisenmanni",NA,NA,NA,NA,NA,"1"
"132","Coeligena eos",NA,NA,NA,NA,NA,"1"
"133","Coeligena helianthea",NA,NA,NA,NA,NA,"1"
"134","Coeligena inca",NA,NA,NA,NA,NA,"1"
"135","Coeligena iris",77551.8686158258,0.580217578248134,0.664573684989009,0.642868412621577,0.0594059405940594,"1"
"136","Coeligena lutetiae",22774.944864252,0.589205818285735,0.574028616421307,0.562368642310216,0.0198019801980198,"1"
"137","Coeligena orina",NA,NA,NA,NA,NA,"1"
"138","Coeligena osculans",NA,NA,NA,NA,NA,"1"
"139","Coeligena phalerata",NA,NA,NA,NA,NA,"1"
"140","Coeligena prunellei",NA,NA,NA,NA,NA,"1"
"141","Coeligena torquata",28365.6990581913,0.626679170199533,0.665673382016993,0.664568880416564,0.0594059405940594,"1"
"142","Coeligena violifer",165882.181719446,0.506475242170417,0.565680978932144,0.549782346442361,0.316831683168317,"1"
"143","Coeligena wilsoni",41747.2154247194,0.725907094275499,0.739576887454155,0.719916551069132,0.0198019801980198,"1"
"144","Colibri coruscans",334608.500588333,0.515299330090225,0.589175395864016,0.442048972041292,0.158415841584158,"1"
"145","Colibri delphinae",289270.901798074,0.488224989923171,0.503532041729058,0.433684470700801,0.0198019801980198,"1"
"146","Colibri serrirostris",328643.221951206,0.325965427444424,0.380719612915443,0.44140625053217,0.772277227722772,"1"
"147","Colibri thalassinus",156567.741254593,0.489707069769966,0.547250980998847,0.541588443485976,0.257425742574257,"1"
"148","Cyanophaia bicolor",NA,NA,NA,NA,NA,"1"
"149","Cynanthus doubledayi",NA,NA,NA,NA,NA,"1"
"150","Cynanthus latirostris",657960.262602684,0.478145226123883,0.428683624044702,0.516576031128749,0.0198019801980198,"2"
"151","Cynanthus lawrencei",NA,NA,NA,NA,NA,"1"
"152","Cynanthus sordidus",10200.0677774883,0.468383744444137,0.420247104514853,0.493227193106433,0.118811881188119,"1"
"153","Damophila julie",111783.146500728,0.514423122990012,0.599463003118528,0.612753254739584,0.158415841584158,NA
"154","Discosura conversii",106981.044938013,0.66543834786162,0.708026455301743,0.736855108980836,0.0198019801980198,"1"
"155","Discosura langsdorffi",NA,NA,NA,NA,NA,"1"
"156","Discosura letitiae",NA,NA,NA,NA,NA,"1"
"157","Discosura longicaudus",NA,NA,NA,NA,NA,"1"
"158","Discosura popelairii",230038.110467454,0.410343976369919,0.507290501770819,0.407104366470374,0.0198019801980198,"1"
"159","Doricha eliza",211835.170696562,0.503667323870464,0.58006161485635,0.53573300846496,0.217821782178218,"1"
"160","Doricha enicura",25707.501820791,0.536411928140509,0.497557080769055,0.456856399423499,0.0198019801980198,"1"
"161","Doryfera johannae",63961.640441282,0.482212230451537,0.501650976461385,0.487441938828877,0.0198019801980198,"1"
"162","Doryfera ludovicae",204313.38989663,0.512950049362527,0.597539177162573,0.527842476183253,0.118811881188119,"1"
"163","Elvira chionura",4748.08759172328,0.531217394334919,0.479584561294754,0.473803013768753,0.396039603960396,"1"
"164","Elvira cupreiceps",1756.01841389797,0.601333081977628,0.664499648522584,0.66160294971554,0.0198019801980198,"1"
"165","Ensifera ensifera",204721.768892983,0.5277213993682,0.584700864242867,0.566073377717933,0.455445544554455,"1"
"166","Eriocnemis aline",99303.2851652748,0.753122628362065,0.818029082204205,0.703690065147265,0.0198019801980198,"1"
"167","Eriocnemis cupreoventris",NA,NA,NA,NA,NA,"1"
"168","Eriocnemis derbyi",NA,NA,NA,NA,NA,"1"
"169","Eriocnemis glaucopoides",NA,NA,NA,NA,NA,"1"
"170","Eriocnemis godini",NA,NA,NA,NA,NA,"1"
"171","Eriocnemis isabellae",NA,NA,NA,NA,NA,"1"
"172","Eriocnemis luciani",67114.0690956753,0.729094268239005,0.724539341199824,0.748998246097074,0.0198019801980198,"1"
"173","Eriocnemis mirabilis",NA,NA,NA,NA,NA,"1"
"174","Eriocnemis mosquera",142536.043702775,0.639052506854589,0.618107372789929,0.474411455169146,0.0198019801980198,"1"
"175","Eriocnemis nigrivestis",NA,NA,NA,NA,NA,"1"
"176","Eriocnemis sapphiropygia",NA,NA,NA,NA,NA,"1"
"177","Eriocnemis vestita",34723.3170063352,0.463071625994034,0.464345456022079,0.509441556521453,0.297029702970297,"1"
"178","Eugenes fulgens",1812265.53082596,0.622444282359208,0.529410683798422,0.50668550439626,0.0198019801980198,"2"
"179","Eulampis holosericeus",29702.0561056791,0.82940650023719,0.849221733681704,0.839044876665739,0.0396039603960396,"1"
"180","Eulampis jugularis",24633.9617425211,0.777273125820145,0.848071008006099,0.842221597377757,0.0198019801980198,"1"
"181","Eulidia yarrellii",NA,NA,NA,NA,NA,"1"
"182","Eupetomena macroura",224066.183226192,0.513824572580873,0.49219598477383,0.520534858741383,0.0198019801980198,"1"
"183","Eupherusa cyanophrys",NA,NA,NA,NA,NA,"1"
"184","Eupherusa eximia",124563.966386141,0.553846814897155,0.573370005283599,0.578630271507023,0.138613861386139,"1"
"185","Eupherusa nigriventris",12886.7318252945,0.561798515561815,0.741936806994259,0.749919643592225,0.0198019801980198,"1"
"186","Eupherusa poliocerca",NA,NA,NA,NA,NA,"1"
"187","Eutoxeres aquila",131090.590166577,0.578443444736927,0.597640860151325,0.6038606416932,0.0198019801980198,"1"
"188","Eutoxeres condamini",NA,NA,NA,NA,NA,"1"
"189","Florisuga fusca",323500.541657942,0.483129194142473,0.438159272256468,0.521034424601079,0.475247524752475,"1"
"190","Florisuga mellivora",153138.254860711,0.678557426190225,0.686631575453802,0.667084514957957,0.0198019801980198,"1"
"191","Glaucis aeneus",16967.1095446718,0.683274017330904,0.684894744990265,0.681411964776293,0.0198019801980198,"1"
"192","Glaucis dohrnii",NA,NA,NA,NA,NA,"1"
"193","Glaucis hirsutus",220331.057945799,0.680732310879083,0.670231309254348,0.711646350719898,0.0198019801980198,"1"
"194","Goethalsia bella",NA,NA,NA,NA,NA,"1"
"195","Goldmania violiceps",NA,NA,NA,NA,NA,"1"
"196","Haplophaedia assimilis",NA,NA,NA,NA,NA,"1"
"197","Haplophaedia aureliae",140326.554680923,0.410149451812768,0.54807975401288,0.490547954853599,0.554455445544555,"1"
"198","Haplophaedia lugens",NA,NA,NA,NA,NA,"1"
"199","Heliactin bilophus",NA,NA,NA,NA,NA,"1"
"200","Heliangelus amethysticollis",249969.485061353,0.570662553586127,0.605828933491938,0.586564775009845,0.198019801980198,"1"
"201","Heliangelus clarisse",NA,NA,NA,NA,NA,"1"
"202","Heliangelus exortis",26783.6471949101,0.464708555516613,0.547010943545718,0.490384832127882,0.118811881188119,"1"
"203","Heliangelus mavors",NA,NA,NA,NA,NA,"1"
"204","Heliangelus micraster",84843.2104100792,0.572809233429098,0.750755958978753,0.799351982425677,0.0198019801980198,"1"
"205","Heliangelus regalis",NA,NA,NA,NA,NA,"1"
"206","Heliangelus spencei",NA,NA,NA,NA,NA,"1"
"207","Heliangelus strophianus",1469.24396637261,0.584904169988183,0.530750462626214,0.681907460398121,0.0198019801980198,"1"
"208","Heliangelus viola",196800.587958461,0.596747988437237,0.693933158060728,0.682460658558008,0.0198019801980198,"1"
"209","Heliangelus zusii",NA,NA,NA,NA,NA,"1"
"210","Heliodoxa aurescens",507279.748512265,0.353520764763034,0.485034206008124,0.337864727436996,0.0198019801980198,"1"
"211","Heliodoxa branickii",NA,NA,NA,NA,NA,"1"
"212","Heliodoxa gularis",NA,NA,NA,NA,NA,"1"
"213","Heliodoxa imperatrix",14070.7615212037,0.725903687400666,0.738228001396833,0.723553086812246,0.0198019801980198,"1"
"214","Heliodoxa jacula",47725.8607936401,0.623630724767948,0.693213897104816,0.683093333411481,0.0198019801980198,"1"
"215","Heliodoxa leadbeateri",326262.777969764,0.437182999756684,0.50580997943847,0.423889086618331,0.0198019801980198,"1"
"216","Heliodoxa rubinoides",91044.4462854677,0.745651667965133,0.795751877385597,0.699374195658981,0.0198019801980198,"1"
"217","Heliodoxa schreibersii",79238.1840417462,0.355113098412164,0.522093254579101,0.355200692150081,0.0198019801980198,"1"
"218","Heliodoxa whitelyana",NA,NA,NA,NA,NA,"1"
"219","Heliodoxa xanthogonys",NA,NA,NA,NA,NA,"1"
"220","Heliomaster constantii",1084297.28195392,0.515463192224449,0.513389205015939,0.438311098306772,0.0198019801980198,"2"
"221","Heliomaster furcifer",604548.793020933,0.466487582524555,0.458713736823219,0.342703584468673,0.0198019801980198,"1"
"222","Heliomaster longirostris",218013.304235572,0.630858571147702,0.681252580546954,0.613310393298436,0.0198019801980198,"1"
"223","Heliomaster squamosus",NA,NA,NA,NA,NA,"1"
"224","Heliothryx auritus",627814.797480228,0.619765470677024,0.601956367158425,0.66434743014773,0.0198019801980198,"1"
"225","Heliothryx barroti",87934.249220711,0.703993903330109,0.722564306085026,0.725177149926516,0.0198019801980198,"1"
"226","Hylocharis chrysura",462857.998531352,0.507447777079802,0.450361399902948,0.402816406298805,0.0198019801980198,"1"
